Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"DCN","Decorin","Protein Coding","P07585","56","GC12M091140","23.0736961364746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCN"
"LRP1","LDL Receptor Related Protein 1","Protein Coding","Q07954","56","GC12P057128","23.0383358001709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP1"
"MIR483","MicroRNA 483","RNA Gene","","27","GC11M011909","22.9230842590332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR483"
"PECAM1","Platelet And Endothelial Cell Adhesion Molecule 1","Protein Coding","P16284","50","GC17M064319","22.8957405090332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PECAM1"
"TNNT2","Troponin T2, Cardiac Type","Protein Coding","P45379","56","GC01M201359","22.8413543701172","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT2"
"NOTCH3","Notch Receptor 3","Protein Coding","Q9UM47","60","GC19M015159","22.6672554016113","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH3"
"AEBP1","AE Binding Protein 1","Protein Coding","Q8IUX7","49","GC07P044323","22.498571395874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AEBP1"
"CD4","CD4 Molecule","Protein Coding","P01730","59","GC12P006786","22.4803886413574","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD4"
"TP53","Tumor Protein P53","Protein Coding","P04637","62","GC17M007661","22.4639129638672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53"
"LEP","Leptin","Protein Coding","P41159","55","GC07P128241","22.4486904144287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEP"
"PLAU","Plasminogen Activator, Urokinase","Protein Coding","P00749","60","GC10P073909","22.4108333587646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU"
"ADIPOQ","Adiponectin, C1Q And Collagen Domain Containing","Protein Coding","Q15848","55","GC03P186842","22.3860511779785","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOQ"
"CTSL","Cathepsin L","Protein Coding","P07711","56","GC09P087725","22.2084617614746","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSL"
"LPA","Lipoprotein(A)","Protein Coding","P08519","50","GC06M160531","22.1819648742676","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPA"
"MIR193A","MicroRNA 193a","RNA Gene","","27","GC17P031559","22.1501331329346","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR193A"
"PGR-AS1","PGR Antisense RNA 1","RNA Gene","","18","GC11P101131","21.8453788757324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR-AS1"
"CDKN2A","Cyclin Dependent Kinase Inhibitor 2A","Protein Coding","Q8N726","60","GC09M021967","21.6035232543945","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A"
"PCSK9","Proprotein Convertase Subtilisin/Kexin Type 9","Protein Coding","Q8NBP7","59","GC01P055039","21.2154083251953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK9"
"BMP2","Bone Morphogenetic Protein 2","Protein Coding","P12643","55","GC20P006767","21.1745052337646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP2"
"PPARG","Peroxisome Proliferator Activated Receptor Gamma","Protein Coding","P37231","61","GC03P012287","21.1460723876953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG"
"KRAS","KRAS Proto-Oncogene, GTPase","Protein Coding","P01116","61","GC12M029682","21.1437549591064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRAS"
"LCN2","Lipocalin 2","Protein Coding","P80188","54","GC09P128149","21.0190448760986","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2"
"MIR455","MicroRNA 455","RNA Gene","","27","GC09P114209","20.995626449585","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR455"
"GPT","Glutamic--Pyruvic Transaminase","Protein Coding","P24298","51","GC08P144502","20.8212814331055","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPT"
"MIR144","MicroRNA 144","RNA Gene","","25","GC17M076393","20.7974758148193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR144"
"TMEM270","Transmembrane Protein 270","Protein Coding","Q6UE05","35","GC07P086253","20.7426090240479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM270"
"LPL","Lipoprotein Lipase","Protein Coding","P06858","59","GC08P019901","20.6075248718262","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPL"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","P28482","61","GC22M021759","20.433967590332","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"COL2A1","Collagen Type II Alpha 1 Chain","Protein Coding","P02458","58","GC12M047972","20.4142074584961","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL2A1"
"MIR34A","MicroRNA 34a","RNA Gene","","29","GC01M014460","20.1338005065918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34A"
"LTBP1","Latent Transforming Growth Factor Beta Binding Protein 1","Protein Coding","Q14766","53","GC02P032946","20.112377166748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBP1"
"APOA1","Apolipoprotein A1","Protein Coding","P02647","59","GC11M116835","20.0882663726807","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1"
"GTF2IRD1","GTF2I Repeat Domain Containing 1","Protein Coding","Q9UHL9","48","GC07P086263","20.028980255127","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2IRD1"
"IL1A","Interleukin 1 Alpha","Protein Coding","P01583","54","GC02M112773","19.8901462554932","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A"
"MIR143","MicroRNA 143","RNA Gene","","31","GC05P152355","19.8806743621826","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143"
"STX1A","Syntaxin 1A","Protein Coding","Q16623","56","GC07M074496","19.8534755706787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX1A"
"MIR181A1","MicroRNA 181a-1","RNA Gene","","26","GC01M198860","19.8057060241699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A1"
"LRP5","LDL Receptor Related Protein 5","Protein Coding","O75197","58","GC11P068298","19.6076202392578","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP5"
"RNF213","Ring Finger Protein 213","Protein Coding","Q63HN8","48","GC17P080260","19.6068878173828","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF213"
"MYH7","Myosin Heavy Chain 7","Protein Coding","P12883","56","GC14M023412","19.5627155303955","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH7"
"TNNI3","Troponin I3, Cardiac Type","Protein Coding","P19429","57","GC19M055151","19.4841346740723","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI3"
"MIR424","MicroRNA 424","RNA Gene","","26","GC0XM134753","19.3202705383301","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR424"
"CMA1","Chymase 1","Protein Coding","P23946","52","GC14M027103","19.2695865631104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMA1"
"FKBP6","FKBP Prolyl Isomerase Family Member 6 (Inactive)","Protein Coding","O75344","48","GC07P073328","19.2577075958252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP6"
"BCL7B","BAF Chromatin Remodeling Complex Subunit BCL7B","Protein Coding","Q9BQE9","45","GC07M073536","19.1926574707031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL7B"
"MIR146A","MicroRNA 146a","RNA Gene","","29","GC05P160485","19.1832332611084","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146A"
"GTF2I","General Transcription Factor IIi","Protein Coding","P78347","48","GC07P086270","19.0766067504883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2I"
"CCN2","Cellular Communication Network Factor 2","Protein Coding","P29279","54","GC06M131948","18.9393272399902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN2"
"IL12B","Interleukin 12B","Protein Coding","P29460","54","GC05M159314","18.9314117431641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12B"
"BAZ1B","Bromodomain Adjacent To Zinc Finger Domain 1B","Protein Coding","Q9UIG0","49","GC07M073440","18.9306392669678","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAZ1B"
"MYH14","Myosin Heavy Chain 14","Protein Coding","Q7Z406","54","GC19P113478","18.8958511352539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH14"
"MIR30C1","MicroRNA 30c-1","RNA Gene","","27","GC01P040757","18.8422927856445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30C1"
"GTF2IRD2","GTF2I Repeat Domain Containing 2","Protein Coding","Q86UP8","40","GC07M074796","18.8125476837158","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2IRD2"
"ZFPM2","Zinc Finger Protein, FOG Family Member 2","Protein Coding","Q8WW38","48","GC08P104590","18.7577972412109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFPM2"
"VEGFA","Vascular Endothelial Growth Factor A","Protein Coding","P15692","57","GC06P043770","18.559497833252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFA"
"TSC2","TSC Complex Subunit 2","Protein Coding","P49815","60","GC16P080239","18.5484523773193","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC2"
"PTEN","Phosphatase And Tensin Homolog","Protein Coding","P60484","61","GC10P109367","18.4352054595947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTEN"
"CNN1","Calponin 1","Protein Coding","P51911","47","GC19P112358","18.3147583007813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNN1"
"KDR","Kinase Insert Domain Receptor","Protein Coding","P35968","62","GC04M055078","18.2874603271484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"IGF1","Insulin Like Growth Factor 1","Protein Coding","P05019","57","GC12M102395","18.2863025665283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1"
"MLX","MAX Dimerization Protein MLX","Protein Coding","Q9UH92","50","GC17P042567","18.2843818664551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLX"
"PLG","Plasminogen","Protein Coding","P00747","58","GC06P160702","18.2536163330078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLG"
"MIR183","MicroRNA 183","RNA Gene","","26","GC07M129882","18.2350025177002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR183"
"TBL2","Transducin Beta Like 2","Protein Coding","Q9Y4P3","46","GC07M074495","18.1957778930664","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBL2"
"CLIP2","CAP-Gly Domain Containing Linker Protein 2","Protein Coding","Q9UDT6","47","GC07P074289","18.1093311309814","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIP2"
"RFC2","Replication Factor C Subunit 2","Protein Coding","P35250","51","GC07M074231","17.9912414550781","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC2"
"CETP","Cholesteryl Ester Transfer Protein","Protein Coding","P11597","55","GC16P056961","17.9845752716064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETP"
"LMNA","Lamin A/C","Protein Coding","P02545","58","GC01P156082","17.9388656616211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNA"
"MYH6","Myosin Heavy Chain 6","Protein Coding","P13533","55","GC14M023381","17.6984100341797","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH6"
"ACAN","Aggrecan","Protein Coding","P16112","55","GC15P158208","17.4781341552734","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAN"
"PLXND1","Plexin D1","Protein Coding","Q9Y4D7","50","GC03M129555","17.3227825164795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXND1"
"HSPG2","Heparan Sulfate Proteoglycan 2","Protein Coding","P98160","56","GC01M021822","17.3064880371094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPG2"
"BMP6","Bone Morphogenetic Protein 6","Protein Coding","P22004","53","GC06P007726","17.3023719787598","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6"
"GAS5","Growth Arrest Specific 5","RNA Gene","","31","GC01M173947","17.2946853637695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS5"
"EPHB4","EPH Receptor B4","Protein Coding","P54760","62","GC07M105312","17.0505599975586","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB4"
"NLRP3","NLR Family Pyrin Domain Containing 3","Protein Coding","Q96P20","57","GC01P247416","17.0403785705566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP3"
"CDKN1C","Cyclin Dependent Kinase Inhibitor 1C","Protein Coding","P49918","53","GC11M011929","16.958963394165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C"
"CD36","CD36 Molecule (CD36 Blood Group)","Protein Coding","P16671","59","GC07P080369","16.929931640625","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36"
"RUNX2","RUNX Family Transcription Factor 2","Protein Coding","Q13950","55","GC06P135072","16.9130706787109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUNX2"
"PKHD1","PKHD1 Ciliary IPT Domain Containing Fibrocystin/Polyductin","Protein Coding","P08F94","47","GC06M094108","16.7278213500977","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKHD1"
"ZIC3","Zic Family Member 3","Protein Coding","O60481","54","GC0XP137566","16.7267284393311","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZIC3"
"APC","APC Regulator Of WNT Signaling Pathway","Protein Coding","P25054","58","GC05P112707","16.5464534759521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APC"
"CHD7","Chromodomain Helicase DNA Binding Protein 7","Protein Coding","Q9P2D1","54","GC08P060678","16.5338439941406","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD7"
"PON1","Paraoxonase 1","Protein Coding","P27169","56","GC07M095297","16.4148559570313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1"
"MIR28","MicroRNA 28","RNA Gene","","26","GC03P188688","16.3550281524658","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR28"
"BUD23","BUD23 RRNA Methyltransferase And Ribosome Maturation Factor","Protein Coding","O43709","43","GC07P086243","16.3385620117188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUD23"
"NCF1","Neutrophil Cytosolic Factor 1","Protein Coding","P14598","55","GC07P086277","16.2487144470215","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCF1"
"NOD2","Nucleotide Binding Oligomerization Domain Containing 2","Protein Coding","Q9HC29","56","GC16P050693","16.2357482910156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD2"
"MIR365A","MicroRNA 365a","RNA Gene","","25","GC16P014309","16.2319946289063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR365A"
"PVT1","Pvt1 Oncogene","RNA Gene","","32","GC08P128109","16.2295894622803","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVT1"
"MLXIPL","MLX Interacting Protein Like","Protein Coding","Q9NP71","52","GC07M073593","16.17555809021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLXIPL"
"MIR214","MicroRNA 214","RNA Gene","","29","GC01M172234","16.1745376586914","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR214"
"EIF4H","Eukaryotic Translation Initiation Factor 4H","Protein Coding","Q15056","49","GC07P074174","16.0045528411865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF4H"
"DNAJC30","DnaJ Heat Shock Protein Family (Hsp40) Member C30","Protein Coding","Q96LL9","44","GC07M073680","16.0045528411865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC30"
"METTL27","Methyltransferase Like 27","Protein Coding","Q8N6F8","40","GC07M074521","16.0045528411865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL27"
"VPS37D","VPS37D Subunit Of ESCRT-I","Protein Coding","Q86XT2","39","GC07P086242","16.0045528411865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS37D"
"WT1","WT1 Transcription Factor","Protein Coding","P19544","56","GC11M032365","15.9546613693237","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WT1"
"EGF","Epidermal Growth Factor","Protein Coding","P01133","60","GC04P109912","15.9219036102295","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF"
"SDHB","Succinate Dehydrogenase Complex Iron Sulfur Subunit B","Protein Coding","P21912","57","GC01M019222","15.8958311080933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHB"
"MIR486-1","MicroRNA 486-1","RNA Gene","","26","GC08M041660","15.8700561523438","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR486-1"
"HRAS","HRas Proto-Oncogene, GTPase","Protein Coding","P01112","61","GC11M011817","15.8187198638916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRAS"
"NSD1","Nuclear Receptor Binding SET Domain Protein 1","Protein Coding","Q96L73","53","GC05P186642","15.7663021087646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD1"
"MIR582","MicroRNA 582","RNA Gene","","26","GC05M059703","15.7277116775513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR582"
"THBS1","Thrombospondin 1","Protein Coding","P07996","54","GC15P039581","15.7152891159058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS1"
"RET","Ret Proto-Oncogene","Protein Coding","P07949","63","GC10P044403","15.6817407608032","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RET"
"PTPN22","Protein Tyrosine Phosphatase Non-Receptor Type 22","Protein Coding","Q9Y2R2","55","GC01M113813","15.6703653335571","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN22"
"HGD","Homogentisate 1,2-Dioxygenase","Protein Coding","Q93099","52","GC03M120628","15.6370887756348","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGD"
"PIK3CA","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha","Protein Coding","P42336","61","GC03P179148","15.5778045654297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CA"
"SELE","Selectin E","Protein Coding","P16581","53","GC01M169722","15.5763597488403","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELE"
"B3GAT3","Beta-1,3-Glucuronyltransferase 3","Protein Coding","O94766","52","GC11M125241","15.5605535507202","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GAT3"
"VHL","Von Hippel-Lindau Tumor Suppressor","Protein Coding","P40337","56","GC03P021526","15.5267524719238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VHL"
"SMTN","Smoothelin","Protein Coding","P53814","46","GC22P070364","15.5262336730957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMTN"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","Q06124","62","GC12P112418","15.436559677124","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"TTR","Transthyretin","Protein Coding","P02766","57","GC18P031557","15.3377285003662","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTR"
"MGP","Matrix Gla Protein","Protein Coding","P08493","52","GC12M029578","15.3134288787842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGP"
"HMOX1","Heme Oxygenase 1","Protein Coding","P09601","61","GC22P035380","15.297212600708","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1"
"MCTP2","Multiple C2 And Transmembrane Domain Containing 2","Protein Coding","Q6DN12","47","GC15P163401","15.2810468673706","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCTP2"
