GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000142677	1	24436261	24479611	283	52	2109196	-0.20706	0.58202	IL22RA1
ENSG00000185436	1	24470647	24524449	374	59	2109196	-0.92202	0.82174	IFNLR1
ENSG00000158055	1	24635812	24700972	346	77	2109196	1.8217	0.034249	GRHL3
ENSG00000001460	1	24673489	24753424	448	48	2109196	1.6531	0.049151	STPG1
ENSG00000001461	1	24732284	24809466	468	62	2109196	-0.062633	0.52497	NIPAL3
ENSG00000117602	1	24819387	24877530	342	43	2109196	0.2124	0.4159	RCAN3
ENSG00000184454	1	24872602	24945819	505	57	2109196	1.0077	0.1568	NCMAP
ENSG00000133226	1	24948207	25009758	192	52	2109196	0.61342	0.2698	SRRM1
ENSG00000169504	1	25061848	25180815	399	69	2109196	1.6061	0.054122	CLIC4
ENSG00000020633	1	25216002	25301612	479	88	2109196	0.82879	0.20361	RUNX3
ENSG00000117614	1	25539170	25568993	139	34	2109196	-0.039327	0.51569	SYF2
ENSG00000117616	1	25558728	25674704	360	68	2109196	-0.16013	0.56361	C1orf63
ENSG00000187010	1	25588884	25666936	177	44	2109196	-0.69027	0.75499	RHD
ENSG00000183726	1	25654408	25698852	145	33	2109196	-1.2559	0.89542	TMEM50A
ENSG00000188672	1	25678740	25766683	401	44	2109196	-0.73549	0.76898	RHCE
ENSG00000204178	1	25747388	25836700	389	37	2109196	-0.75086	0.77363	TMEM57
ENSG00000157978	1	25860071	25905377	235	53	2109196	0.024514	0.49022	LDLRAP1
ENSG00000117643	1	25933959	26122698	897	78	2109196	0.66318	0.25361	MAN1C1
ENSG00000162430	1	26116667	26154713	208	34	2109196	-1.4258	0.92304	SEPN1
ENSG00000255054	1	26127961	26160235	152	24	2109196	-2.582	0.99509	RP1-317E23.6
ENSG00000117640	1	26135131	26169432	156	21	2109196	-2.5156	0.99406	MTFR1L
ENSG00000223474	1	26135212	26157288	101	17	2109196	-2.6801	0.99632	AL020996.1
ENSG00000127423	1	26148414	26195903	215	24	2109196	-1.2293	0.89052	AUNIP
ENSG00000182749	1	26177701	26207744	118	31	2109196	-0.52911	0.70164	PAQR7
ENSG00000117632	1	26200672	26243482	144	31	2109196	-0.41071	0.65936	STMN1
ENSG00000158006	1	26276258	26334648	286	28	2109196	0.22963	0.40919	PAFAH2
ENSG00000158008	1	26336375	26372955	184	49	2109196	1.5779	0.057297	EXTL1
ENSG00000158014	1	26353743	26382624	166	41	2109196	0.58547	0.27912	SLC30A2
ENSG00000158022	1	26367795	26404927	225	43	2109196	0.60856	0.27141	TRIM63
ENSG00000175087	1	26427664	26462034	171	18	2109196	0.072341	0.47117	PDIK1L
ENSG00000197245	1	26475511	26499119	137	36	2109196	0.87497	0.19079	FAM110D
ENSG00000142684	1	26486362	26508551	151	32	2109196	0.96917	0.16623	ZNF593
ENSG00000142675	1	26493894	26526377	229	44	2109196	1.0556	0.14558	CNKSR1
ENSG00000188782	1	26507052	26539459	225	52	2109196	0.7127	0.23801	CATSPER4
ENSG00000130695	1	26550691	26615299	376	34	2109196	-0.66309	0.74636	CEP85
ENSG00000142669	1	26595667	26618007	142	24	2109196	-0.39449	0.65339	SH3BGRL3
ENSG00000158062	1	26597819	26654854	335	31	2109196	-0.14013	0.55572	UBXN11
ENSG00000169442	1	26634448	26657014	138	28	2109196	0.68532	0.24657	CD52
ENSG00000176092	1	26638350	26690621	315	44	2109196	0.77986	0.21774	AIM1L
ENSG00000176083	1	26678125	26711013	217	39	2109196	1.0254	0.1526	ZNF683
ENSG00000131914	1	26727269	26766213	183	47	2109196	1.3866	0.082779	LIN28A
ENSG00000117682	1	26748773	26807785	239	61	2109196	0.44799	0.32708	DHDDS
ENSG00000198830	1	26788941	26812463	103	32	2109196	0.87662	0.19035	HMGN2
ENSG00000117676	1	26846252	26911521	302	56	2109196	-0.067155	0.52677	RPS6KA1
ENSG00000117713	1	27012524	27118595	357	42	2109196	3.0738	0.0010566	ARID1A
ENSG00000060642	1	27103963	27134889	98	45	2109196	2.9117	0.0017971	PIGV
ENSG00000204160	1	27143201	27194093	187	49	2109196	3.0786	0.0010399	ZDHHC18
ENSG00000175793	1	27179633	27200947	83	22	2109196	2.9215	0.0017418	SFN
ENSG00000142751	1	27192624	27226788	126	31	2109196	2.7774	0.0027395	GPN2
ENSG00000198746	1	27206979	27236957	105	32	2109196	2.9767	0.0014568	GPATCH3
ENSG00000090273	1	27216729	27283353	256	54	2109196	3.0798	0.0010357	NUDC
ENSG00000131910	1	27227980	27250457	90	24	2109196	3.0926	0.00099221	NR0B2
ENSG00000175707	1	27266053	27296897	118	29	2109196	2.3458	0.0094922	C1orf172
ENSG00000253368	1	27310198	27337389	108	27	2109196	0.83563	0.20168	TRNP1
ENSG00000158246	1	27321511	27349327	117	33	2109196	0.44701	0.32743	FAM46B
ENSG00000090020	1	27415306	27503472	312	59	2109196	-0.98108	0.83672	SLC9A1
ENSG00000142784	1	27551007	27645110	332	44	2109196	0.48948	0.31225	WDTC1
ENSG00000186501	1	27638651	27672891	149	47	2109196	-0.37811	0.64733	TMEM222
ENSG00000142765	1	27658513	27690421	158	43	2109196	-0.014618	0.50583	SYTL1
ENSG00000142733	1	27671675	27703383	142	49	2109196	-0.012056	0.50481	MAP3K6
ENSG00000142748	1	27685603	27711315	95	41	2109196	-0.88021	0.81063	FCN3
ENSG00000174950	1	27695666	27719870	77	25	2109196	-0.52142	0.69896	CD164L2
ENSG00000181773	1	27709148	27732318	79	28	2109196	-0.32457	0.62725	GPR3
ENSG00000158195	1	27720730	27826669	405	57	2109196	-0.57764	0.71825	WASF2
ENSG00000126705	1	27850546	27940942	307	66	2109196	-1.0894	0.86202	AHDC1
ENSG00000000938	1	27928575	27971788	191	55	2109196	-0.96707	0.83325	FGR
ENSG00000126709	1	27982572	28008729	127	41	2109196	0.079833	0.46819	IFI6
ENSG00000009780	1	28042490	28099633	229	29	2109196	-0.49562	0.68992	FAM76A
ENSG00000117758	1	28089694	28160963	275	36	2109196	-1.2134	0.8875	STX12
ENSG00000117751	1	28147289	28188187	161	47	2109196	-1.6262	0.94805	PPP1R8
ENSG00000268552	1	28167085	28187255	79	27	2109196	-1.7774	0.96225	AL109927.1
ENSG00000130775	1	28189055	28223196	184	42	2109196	0.28658	0.38722	THEMIS2
ENSG00000117748	1	28208035	28251257	256	24	2109196	0.31384	0.37682	RPA2
ENSG00000130768	1	28251504	28295668	295	48	2109196	0.89764	0.18469	SMPDL3B
ENSG00000158156	1	28275973	28304607	144	49	2109196	0.978	0.16404	XKR8
ENSG00000158161	1	28286855	28425207	727	58	2109196	0.34338	0.36566	EYA3
ENSG00000169403	1	28463677	28530447	238	78	2109196	-0.33778	0.63224	PTAFR
ENSG00000126698	1	28515967	28569536	274	28	2109196	-0.042518	0.51696	DNAJC8
ENSG00000215902	1	28517013	28537152	91	22	2109196	0.5318	0.29743	AL353354.1
ENSG00000269804	1	28517070	28537419	92	22	2109196	0.50987	0.30507	AL353354.2
ENSG00000130770	1	28552620	28583417	180	23	2109196	-0.16644	0.5661	ATPIF1
ENSG00000130766	1	28576038	28619002	233	45	2109196	-0.9841	0.83747	SESN2
ENSG00000130772	1	28645513	28672476	105	39	2109196	0.1389	0.44477	MED18
ENSG00000204138	1	28686114	28836881	861	28	2109196	-0.02654	0.51059	PHACTR4
ENSG00000180198	1	28822455	28875812	288	34	2109196	-0.40075	0.6557	RCC1
ENSG00000180098	1	28869597	28915051	167	44	2109196	-0.46934	0.68059	TRNAU1AP
ENSG00000120656	1	28905835	28979597	305	58	2109196	-0.37464	0.64604	TAF12
ENSG00000188060	1	28908712	28931955	93	49	2109196	0.067016	0.47328	RAB42
ENSG00000162419	1	28985244	29055865	287	45	2109196	0.94126	0.17329	GMEB1
ENSG00000198492	1	29053133	29106287	245	57	2109196	1.223	0.11066	YTHDF2
ENSG00000116329	1	29128654	29200208	425	67	2109196	1.1178	0.13183	OPRD1
ENSG00000159023	1	29203603	29456553	1111	73	2109196	-0.71478	0.76263	EPB41
ENSG00000253304	1	29435940	29460447	129	34	2109196	-0.65102	0.74248	TMEM200B
ENSG00000116350	1	29464255	29518499	275	48	2109196	0.097834	0.46103	SRSF4
ENSG00000116353	1	29509385	29567454	304	45	2109196	0.42679	0.33477	MECR
ENSG00000060656	1	29553028	29663325	537	83	2109196	0.28596	0.38745	PTPRU
ENSG00000162510	1	31174124	31206434	209	28	2109196	-1.2085	0.88657	MATN1
ENSG00000162511	1	31195316	31240667	240	80	2109196	-1.2198	0.88873	LAPTM5
ENSG00000162512	1	31332314	31391608	325	91	2109196	-0.3219	0.62624	SDC3
ENSG00000134644	1	31394353	31548838	770	54	2109196	0.7401	0.22962	PUM1
ENSG00000084628	1	31642592	31722401	522	37	2109196	-0.7132	0.76214	NKAIN1
ENSG00000060688	1	31722417	31779662	312	28	2109196	-0.59581	0.72435	SNRNP40
ENSG00000121766	1	31759842	31847783	440	41	2109196	-0.50861	0.69449	ZCCHC17
ENSG00000121769	1	31828472	31859697	165	29	2109196	-0.99762	0.84077	FABP3
ENSG00000168528	1	31872412	31917525	291	31	2109196	-1.289	0.90131	SERINC2
ENSG00000268950	1	31892192	31912614	140	30	2109196	-0.98826	0.83849	AC114494.1
ENSG00000142910	1	32032116	32063288	120	55	2109196	0.18189	0.42784	TINAGL1
ENSG00000121764	1	32073287	32108119	144	24	2109196	-0.057575	0.52296	HCRTR1
ENSG00000162517	1	32085463	32120497	137	28	2109196	-0.21459	0.58496	PEF1
ENSG00000084636	1	32107848	32179920	353	77	2109196	0.010383	0.49586	COL16A1
ENSG00000121753	1	32182718	32240494	251	38	2109196	0.36257	0.35846	BAI2
ENSG00000134668	1	32246023	32291652	229	43	2109196	0.4931	0.31097	SPOCD1
ENSG00000184007	1	32362022	32420457	294	36	2109196	-1.2443	0.8933	PTP4A2
ENSG00000212673	1	32369174	32390745	117	25	2109196	-1.6834	0.95385	AL136115.1
ENSG00000121774	1	32469430	32536451	195	100	2109196	-0.27894	0.60985	KHDRBS1
ENSG00000121775	1	32527632	32578467	171	45	2109196	-1.0027	0.84201	TMEM39B
ENSG00000025800	1	32563639	32652169	306	41	2109196	-0.35836	0.63996	KPNA6
ENSG00000084652	1	32635287	32673886	142	46	2109196	-0.42866	0.66592	TXLNA
ENSG00000160050	1	32655987	32680988	102	43	2109196	-0.59881	0.72535	CCDC28B
ENSG00000160051	1	32661236	32684288	105	52	2109196	-0.92182	0.82169	IQCC
ENSG00000222046	1	32664695	32691797	119	45	2109196	-1.5319	0.93722	DCDC2B
ENSG00000160055	1	32670073	32697972	122	43	2109196	-1.8238	0.96591	TMEM234
ENSG00000084623	1	32677529	32707205	115	30	2109196	-1.602	0.94543	EIF3I
ENSG00000183615	1	32702834	32724457	92	26	2109196	-0.87087	0.80809	FAM167B
ENSG00000182866	1	32706840	32761766	217	65	2109196	-0.74997	0.77336	LCK
ENSG00000116478	1	32747687	32809236	204	45	2109196	-0.5868	0.72133	HDAC1
ENSG00000175130	1	32789433	32811980	56	32	2109196	0.37183	0.35501	MARCKSL1
ENSG00000162526	1	32807122	32839913	95	40	2109196	-0.72322	0.76523	TSSK3
ENSG00000225828	1	32816871	32839879	64	28	2109196	-0.94819	0.82848	FAM229A
ENSG00000160058	1	32820704	32870332	148	52	2109196	-0.46371	0.67857	BSDC1
ENSG00000254553	1	32920658	33076393	757	51	2109196	-1.3866	0.91722	RP1-27O5.3
ENSG00000273274	1	32920670	32972287	216	52	2109196	-1.8672	0.96906	ZBTB8B
ENSG00000160062	1	32995028	33081540	439	40	2109196	-0.94489	0.82764	ZBTB8A
ENSG00000176261	1	33055773	33126504	383	40	2109196	0.58189	0.28032	ZBTB8OS
ENSG00000162521	1	33106743	33161812	317	25	2109196	1.3148	0.094282	RBBP4
ENSG00000162520	1	33135507	33179197	233	33	2109196	1.2713	0.10182	SYNC
ENSG00000162522	1	33197486	33250571	209	71	2109196	-0.81357	0.79206	KIAA1522
ENSG00000134684	1	33230840	33293754	284	49	2109196	-0.46764	0.67998	YARS
ENSG00000116497	1	33272368	33334476	238	58	2109196	-0.30425	0.61953	S100PBP
ENSG00000160097	1	33317869	33348083	116	36	2109196	0.1178	0.45311	FNDC5
ENSG00000121905	1	33341595	33374042	132	50	2109196	0.063525	0.47467	HPCA
ENSG00000121900	1	33350195	33377039	90	32	2109196	-0.0083165	0.50332	TMEM54
ENSG00000116514	1	33392046	33440286	208	46	2109196	0.51422	0.30355	RNF19B
ENSG00000267885	1	33429268	33449642	82	21	2109196	0.32508	0.37256	FKSG48
ENSG00000004455	1	33463585	33556597	367	51	2109196	0.2932	0.38468	AK2
ENSG00000142920	1	33536705	33596131	259	46	2109196	0.57418	0.28292	ADC
ENSG00000116525	1	33601003	33657660	298	32	2109196	1.2086	0.11341	TRIM62
ENSG00000160094	1	33712146	33776320	266	46	2109196	2.6155	0.0044543	ZNF362
ENSG00000184389	1	33762367	33796699	171	39	2109196	2.3749	0.0087771	A3GALT2
ENSG00000134686	1	33779224	33906653	651	47	2109196	2.3202	0.010165	PHC2
ENSG00000121903	1	33928246	33972107	200	40	2109196	1.4591	0.072272	ZSCAN20
ENSG00000121904	1	33969609	34641443	3789	331	2109196	2.0737	0.019056	CSMD2
ENSG00000176256	1	34316076	34340392	113	38	2109196	1.3045	0.096033	HMGB4
ENSG00000142698	1	34622484	34694732	480	90	2109196	0.73079	0.23245	C1orf94
ENSG00000163866	1	35168338	35335417	1072	135	2109196	1.5013	0.066638	SMIM12
ENSG00000189280	1	35210648	35234113	159	45	2109196	1.1739	0.12023	GJB5
ENSG00000189433	1	35215342	35239325	162	39	2109196	1.3479	0.088846	GJB4
ENSG00000188910	1	35236790	35261970	174	38	2109196	0.34229	0.36607	GJB3
ENSG00000187513	1	35248599	35271348	163	36	2109196	0.016768	0.49331	GJA4
ENSG00000116544	1	35321037	35405186	289	79	2109196	-0.004742	0.50189	DLGAP3
ENSG00000271741	1	35437134	35507342	312	27	2109196	-0.32756	0.62838	RP11-244H3.4
ENSG00000243749	1	35437136	35460954	110	20	2109196	-0.5491	0.70853	ZMYM6NB
ENSG00000163867	1	35439523	35507569	303	28	2109196	-0.3997	0.65531	ZMYM6
ENSG00000197056	1	35515387	35591460	302	47	2109196	-0.45864	0.67675	ZMYM1
ENSG00000116560	1	35631979	35668749	231	31	2109196	0.90457	0.18285	SFPQ
ENSG00000146463	1	35724568	35897659	705	61	2109196	-0.1003	0.53995	ZMYM4
ENSG00000142687	1	35889091	36033551	562	67	2109196	0.32881	0.37115	KIAA0319L
ENSG00000020129	1	36013074	36042875	96	34	2109196	-0.51097	0.69531	NCDN
ENSG00000116819	1	36028971	36070929	206	37	2109196	-1.0987	0.86405	TFAP2E
ENSG00000126067	1	36057185	36117445	313	27	2109196	-0.97202	0.83448	PSMB2
ENSG00000142686	1	36169476	36195073	85	27	2109196	0.87538	0.19068	C1orf216
ENSG00000092853	1	36175819	36245568	230	49	2109196	1.1171	0.13197	CLSPN
ENSG00000134698	1	36263773	36333491	246	63	2109196	0.47889	0.31601	AGO4
ENSG00000092847	1	36325409	36405211	321	66	2109196	-0.62747	0.73482	AGO1
ENSG00000126070	1	36386319	36548101	559	67	2109196	-0.3751	0.64621	AGO3
ENSG00000092850	1	36539676	36563876	92	26	2109196	0.88723	0.18748	TEKT2
ENSG00000116863	1	36544476	36569533	101	28	2109196	0.57309	0.28329	ADPRHL2
ENSG00000171812	1	36550837	36600821	223	53	2109196	0.13032	0.44816	COL8A2
ENSG00000054116	1	36592173	36625098	143	29	2109196	0.14365	0.44289	TRAPPC3
ENSG00000116871	1	36611180	36656450	206	38	2109196	-0.037627	0.51501	MAP7D1
ENSG00000054118	1	36680017	36780958	348	53	2109196	1.4736	0.070289	THRAP3
ENSG00000214193	1	36761988	36800484	149	43	2109196	1.5469	0.060949	SH3D21
ENSG00000142694	1	36777632	36799755	95	37	2109196	1.5624	0.059097	EVA1B
ENSG00000116883	1	36779335	36804822	103	40	2109196	1.5695	0.058271	RP11-268J15.5
ENSG00000196182	1	36795225	36861497	267	58	2109196	1.4332	0.075893	STK40
ENSG00000181817	1	36846839	36873493	174	27	2109196	0.22525	0.41089	LSM10
ENSG00000116885	1	36871428	36926086	392	28	2109196	0.1449	0.44239	OSCP1
ENSG00000116898	1	36911319	36940038	187	30	2109196	0.28423	0.38812	MRPS15
ENSG00000119535	1	36921644	36958879	213	57	2109196	-0.68759	0.75414	CSF3R
ENSG00000163873	1	37251128	37509730	1239	151	2109196	0.42365	0.33591	GRIK3
ENSG00000163874	1	37930153	37959980	148	47	2109196	0.84207	0.19988	ZC3H12A
ENSG00000163875	1	37948176	37990375	252	43	2109196	-0.71619	0.76306	MEAF6
ENSG00000163877	1	37990050	38029903	177	47	2109196	-0.26001	0.60257	SNIP1
ENSG00000163879	1	38012520	38042458	150	43	2109196	-0.28456	0.61201	DNALI1
ENSG00000134697	1	38022417	38071536	258	44	2109196	-0.58327	0.72015	GNL2
ENSG00000169218	1	38066951	38110595	230	61	2109196	-0.91228	0.81919	RSPO1
ENSG00000116922	1	38137242	38167914	171	37	2109196	0.37246	0.35477	C1orf109
ENSG00000134690	1	38148090	38185391	219	32	2109196	0.35061	0.36294	CDCA8
ENSG00000183317	1	38169552	38240805	448	54	2109196	0.64172	0.26053	EPHA10
ENSG00000185090	1	38249474	38276809	108	34	2109196	-0.18736	0.57431	MANEAL
ENSG00000196449	1	38258616	38283857	73	28	2109196	-1.7238	0.95763	YRDC
ENSG00000197982	1	38262651	38285126	69	26	2109196	-1.6501	0.95054	C1orf122
ENSG00000188786	1	38265239	38335292	267	45	2109196	0.31389	0.3768	MTF1
ENSG00000230610	1	38282232	38303886	100	33	2109196	0.19818	0.42145	AL929472.1
ENSG00000204084	1	38316369	38422729	508	53	2109196	0.45119	0.32593	INPP5B
ENSG00000183431	1	38412647	38466593	287	37	2109196	0.61197	0.27028	SF3A3
ENSG00000183386	1	38452442	38481278	142	58	2109196	0.71294	0.23794	FHL3
ENSG00000183520	1	38464930	38500496	155	62	2109196	0.70298	0.24103	UTP11L
ENSG00000185668	1	38499523	38522450	105	30	2109196	-0.34503	0.63496	POU3F1
ENSG00000116954	1	39293870	39335495	248	58	2109196	0.59757	0.27506	RRAGC
ENSG00000214114	1	39318636	39357289	221	43	2109196	0.81258	0.20823	MYCBP
ENSG00000131233	1	39320175	39357289	207	41	2109196	0.78103	0.21739	GJA9
ENSG00000158315	1	39341479	39417471	481	73	2109196	0.49275	0.31109	RHBDL2
ENSG00000174574	1	39446895	39481731	261	35	2109196	-0.19189	0.57609	AKIRIN1
ENSG00000168653	1	39481990	39510308	221	30	2109196	-0.40344	0.65669	NDUFS5
ENSG00000127603	1	39536988	39962849	1870	71	2109196	4.0227	2.8771e-05	MACF1
ENSG00000255103	1	39866151	39892154	99	34	2109196	3.6271	0.0001433	KIAA0754
ENSG00000183682	1	39947318	40001607	302	50	2109196	2.3127	0.010369	BMP8A
ENSG00000090621	1	40016488	40052462	191	46	2109196	2.7184	0.0032803	PABPC4
ENSG00000163909	1	40079825	40115617	178	65	2109196	2.0739	0.019046	HEYL
ENSG00000116981	1	40114793	40147710	174	48	2109196	2.2577	0.011981	NT5C1A
ENSG00000116983	1	40134320	40167361	230	47	2109196	2.2427	0.012457	HPCAL4
ENSG00000084072	1	40147854	40239586	507	88	2109196	1.2065	0.11382	PPIE
ENSG00000116985	1	40212854	40264533	375	44	2109196	0.52995	0.29807	BMP8B
ENSG00000198754	1	40225195	40247020	107	33	2109196	-0.35493	0.63868	OXCT2
ENSG00000043514	1	40296723	40359183	341	40	2109196	1.0279e-05	0.5	TRIT1
ENSG00000116990	1	40351098	40377928	142	45	2109196	0.58618	0.27888	MYCL
ENSG00000168389	1	40410802	40445638	189	67	2109196	0.15303	0.43919	MFSD2A
ENSG00000131236	1	40495905	40548321	310	28	2109196	0.3402	0.36685	CAP1
ENSG00000131238	1	40528379	40573375	274	34	2109196	-0.37315	0.64548	PPT1
ENSG00000117000	1	40617045	40716593	365	74	2109196	-0.31281	0.62279	RLF
ENSG00000188800	1	40701619	40727363	95	45	2109196	0.1405	0.44413	TMCO2
ENSG00000084073	1	40713779	40769856	217	72	2109196	0.62862	0.2648	ZMPSTE24
ENSG00000049089	1	40756159	40793488	224	43	2109196	0.39086	0.34795	COL9A2
ENSG00000084070	1	40800522	40898998	465	89	2109196	0.51452	0.30345	SMAP2
ENSG00000187801	1	40905774	40939390	246	64	2109196	0.33438	0.36905	ZFP69B
ENSG00000187815	1	40932887	40972015	237	50	2109196	-1.1379	0.87241	ZFP69
ENSG00000164002	1	40964413	40992228	174	32	2109196	-1.1242	0.86955	EXO5
ENSG00000117010	1	40987233	41023841	250	31	2109196	-1.1702	0.87904	ZNF684
ENSG00000117016	1	41076351	41141329	331	52	2109196	0.16142	0.43588	RIMS3
ENSG00000066136	1	41147320	41247275	475	47	2109196	-0.34366	0.63445	NFYC
ENSG00000117013	1	41239684	41316124	429	90	2109196	0.28613	0.38739	KCNQ4
ENSG00000179862	1	41316729	41338018	162	34	2109196	-0.79269	0.78602	CITED4
ENSG00000171793	1	41435007	41488235	262	50	2109196	0.90673	0.18228	CTPS1
ENSG00000171790	1	41471269	41498909	151	41	2109196	0.84624	0.19871	SLFNL1
ENSG00000010803	1	41482872	41717826	1110	49	2109196	0.24432	0.40349	SCMH1
ENSG00000204060	1	41817594	41859262	215	61	2109196	0.24484	0.40329	FOXO6
ENSG00000127129	1	41934446	41960344	179	51	2109196	0.99593	0.15964	EDN2
ENSG00000127124	1	41962036	42511596	2858	148	2109196	0.51662	0.30271	HIVEP3
ENSG00000044012	1	42609092	42631495	108	35	2109196	2.2661	0.011724	GUCA2B
ENSG00000197273	1	42618362	42640389	105	33	2109196	1.9966	0.022936	GUCA2A
ENSG00000198815	1	42632210	42811548	712	52	2109196	1.6435	0.050135	FOXJ3
ENSG00000177181	1	42836466	42898249	322	30	2109196	-0.53014	0.70199	RIMKLA
ENSG00000066185	1	42886000	42931938	224	29	2109196	0.26926	0.39387	ZMYND12
ENSG00000127125	1	42911788	42949056	166	24	2109196	0.32318	0.37328	PPCS
ENSG00000186409	1	42919001	43130335	1059	44	2109196	0.2285	0.40963	CCDC30
ENSG00000171960	1	43114096	43152429	148	43	2109196	0.54404	0.29321	PPIH
ENSG00000065978	1	43138098	43178020	181	49	2109196	0.61953	0.26778	YBX1
ENSG00000164007	1	43188764	43215925	125	36	2109196	0.86849	0.19256	CLDN19
ENSG00000117385	1	43202006	43242755	191	54	2109196	1.5413	0.061623	LEPRE1
ENSG00000164008	1	43222940	43273968	236	61	2109196	1.1505	0.12497	C1orf50
ENSG00000177868	1	43262723	43292954	161	44	2109196	0.83719	0.20124	CCDC23
ENSG00000164010	1	43272795	43320660	219	62	2109196	0.56733	0.28525	ERMAP
ENSG00000164011	1	43302280	43328148	105	33	2109196	0.22123	0.41246	ZNF691
ENSG00000117394	1	43381052	43434530	325	43	2109196	-1.2088	0.88663	SLC2A1
ENSG00000186973	1	43600824	43632067	240	42	2109196	-0.65423	0.74352	FAM183A
ENSG00000117395	1	43619846	43746607	827	64	2109196	0.68518	0.24661	EBNA1BP2
ENSG00000243710	1	43627820	43730029	664	55	2109196	0.59394	0.27628	WDR65
ENSG00000179178	1	43725665	43749673	131	37	2109196	1.5545	0.060027	TMEM125
ENSG00000253313	1	43737554	43761288	107	37	2109196	1.3481	0.088817	C1orf210
ENSG00000066056	1	43756664	43798779	156	44	2109196	1.3576	0.08729	TIE1
ENSG00000117400	1	43793478	43828443	115	43	2109196	0.44305	0.32886	MPL
ENSG00000117399	1	43814626	43838874	81	36	2109196	-0.72109	0.76457	CDC20
ENSG00000066322	1	43819068	43843696	82	28	2109196	-0.36891	0.6439	ELOVL1
ENSG00000159479	1	43839588	43865479	94	28	2109196	0.6687	0.25184	MED8
ENSG00000198198	1	43845553	43928321	310	45	2109196	0.59146	0.27711	SZT2
ENSG00000178922	1	43906824	43929660	93	34	2109196	0.41785	0.33803	HYI
ENSG00000142949	1	43980858	44099343	694	59	2109196	-0.10013	0.53988	PTPRF
ENSG00000066135	1	44105829	44181186	331	62	2109196	0.52344	0.30033	KDM4A
ENSG00000126091	1	44161495	44406831	1155	57	2109196	0.40056	0.34437	ST3GAL3
ENSG00000117407	1	44388992	44412913	109	25	2109196	-0.12119	0.54823	ARTN
ENSG00000117408	1	44402611	44443694	130	28	2109196	0.12453	0.45045	IPO13
ENSG00000132768	1	44425672	44449041	80	27	2109196	1.0071	0.15695	DPH2
ENSG00000117410	1	44430159	44453967	94	38	2109196	1.3146	0.094325	ATP6V0B
ENSG00000117411	1	44434615	44466840	138	48	2109196	1.1847	0.11807	B4GALT2
ENSG00000159214	1	44447031	44472200	116	39	2109196	0.97759	0.16414	CCDC24
ENSG00000196517	1	44447172	44507139	271	65	2109196	0.097565	0.46114	SLC6A9
ENSG00000171872	1	44574522	44610812	217	51	2109196	0.66937	0.25163	KLF17
ENSG00000178028	1	44669127	44696353	102	43	2109196	0.088076	0.46491	DMAP1
ENSG00000117419	1	44676742	44830932	605	70	2109196	0.13421	0.44662	ERI3
ENSG00000187147	1	44860866	45127396	1430	163	2109196	0.51138	0.30454	RNF220
ENSG00000126106	1	45090910	45150227	296	33	2109196	2.3234	0.010078	TMEM53
ENSG00000198520	1	45130364	45201263	421	107	2109196	1.7998	0.035945	C1orf228
